codigo_cie;codigo_inep;nome_escola;nome_municipio;DS_LATITUDE;DS_LONGITUDE;IDESP_AI_18;IDESP_AF_18;IDESP_EM_18;saresp3EF_Mat;saresp3EF_LP;saresp5EF_Mat;saresp5EF_LP;saresp9EF_Mat;saresp9EF_LP;saresp3EM_Mat;saresp3EM_LP;NO_CATEGORIA;NO_DEPENDENCIA;MEDIA_ALUNOS_TURMA_AI;MEDIA_ALUNOS_TURMA_AF;MEDIA_ALUNOS_TURMA_EM;INSE;COMPLEXIDADE_ESCOLAR;REGULARIDADE_DOCENTE;FUN_AI_CAT_1;FUN_AI_CAT_2;FUN_AI_CAT_3;FUN_AI_CAT_4;FUN_AI_CAT_5;FUN_AI_CAT_6;FUN_AF_CAT_1;FUN_AF_CAT_2;FUN_AF_CAT_3;FUN_AF_CAT_4;FUN_AF_CAT_5;FUN_AF_CAT_6;MED_CAT_1;MED_CAT_2;MED_CAT_3;MED_CAT_4;MED_CAT_5;MED_CAT_6;NUM_Diretores_2014a2019;Sexo_Diretor;Faixa_Etaria_Diretor;TX_RESP_Q004;TX_RESP_Q006;TX_RESP_Q008;TX_RESP_Q010;TX_RESP_Q014;TX_RESP_Q015;TX_RESP_Q016;TX_RESP_Q017;TX_RESP_Q018;TX_RESP_Q019;TX_RESP_Q026;TX_RESP_Q027;TX_RESP_Q028;TX_RESP_Q032;TX_RESP_Q037;TX_RESP_Q038;TX_RESP_Q039;TX_RESP_Q040;TX_RESP_Q041;TX_RESP_Q042;TX_RESP_Q043;TX_RESP_Q044;TX_RESP_Q045;TX_RESP_Q046;TX_RESP_Q047;TX_RESP_Q048;TX_RESP_Q049;TX_RESP_Q050;TX_RESP_Q051;TX_RESP_Q052;TX_RESP_Q053;TX_RESP_Q054;TX_RESP_Q055;TX_RESP_Q077;TX_RESP_Q078;TX_RESP_Q079;TX_RESP_Q080;TX_RESP_Q086;TEM_GREMIO;PEI;ETI;TX_RESP_Q067;TX_RESP_Q068;TX_RESP_Q069;TX_RESP_Q070;TX_RESP_Q071;TX_RESP_Q072;TX_RESP_Q073;TX_RESP_Q074;TX_RESP_Q075;TX_RESP_Q076;TX_RESP_Q081;TX_RESP_Q082;TX_RESP_Q083;TX_RESP_Q084;TX_RESP_Q085;TX_RESP_Q090;TX_RESP_Q091;TX_RESP_Q092;TX_RESP_Q093;TX_RESP_Q094;TX_RESP_Q095;TX_RESP_Q096;TX_RESP_Q097;TX_RESP_Q098;TX_RESP_Q099;TX_RESP_Q100;TX_RESP_Q101;TX_RESP_Q102;TX_RESP_Q103;TX_RESP_Q104;TX_RESP_Q105;TX_RESP_Q106;TX_RESP_Q107;TX_RESP_Q108
21179;35021179;JORGE COURY DOUTOR;PIRACICABA;-22,73282;-47,65756;NULL;5,75;5,59;NULL;NULL;NULL;NULL;309,8;284,6;339,8;322,3;Urbana;Estadual;NULL;34,9;33;3,12;Nível 3;4,3;0;0;0;0;0;0;0;4;68;20;4;4;0;5,2;68,4;15,8;5,3;5,3;8;Feminino;55mais;G;B;B;F;D;G;D;C;G;B;B;A;D;H;C;B;E;I;C;C;B;C;C;C;C;C;A;C;C;C;B;B;C;A;A;A;A;B;Sim;Sim;Não;B;A;D;A;B;A;A;B;A;B;A;A;B;B;A;A;B;B;B;B;B;B;B;B;B;A;A;A;B;A;A;A;B;A
21180;35021180;SAMUEL DE CASTRO NEVES DOUTOR;PIRACICABA;-22,62156;-47,73818;7,8;5,37;4,98;224,9;201,8;262,4;258;308,4;285,3;356,1;326,7;Urbana;Estadual;30;33;24,3;2,66;Nível 4;2,5;0;50;0;50;0;0;0;0;13,3;80;6,7;0;0;0;6,6;86,7;6,7;0;32;Feminino;De40a49;;;B;I;D;F;C;C;G;B;B;D;B;F;C;C;D;B;D;C;B;D;C;D;D;D;B;B;B;C;D;D;D;B;A;B;A;B;Sim;Não;Não;C;C;C;C;C;A;B;B;B;B;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;B;B;A;A;B;B;A
21209;35021209;JOSE MARTINS DE TOLEDO PROFESSOR;PIRACICABA;-22,68313;-47,77315;NULL;3,37;1,87;NULL;NULL;NULL;NULL;255,8;249,9;263,3;253,3;Urbana;Estadual;NULL;25,8;31,5;4,5;Nível 4;3;0;0;0;0;0;0;0;3,6;17,9;60,7;10,7;7,1;0;0;22,2;72,2;5,6;0;8;Masculino;55mais;F;B;A;J;A;H;F;C;G;B;B;B;C;H;C;A;C;H;D;D;B;C;C;C;C;C;D;B;B;C;B;C;B;A;A;A;A;B;Sim;Não;Não;D;D;B;C;C;B;C;B;C;C;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21258;35021258;ANGELA MARIA DA PAIXAO COSTA PROFA;MOGI GUACU;-22,33465;-46,95129;NULL;3,46;2,58;NULL;NULL;NULL;NULL;261;259,8;283,1;275,3;Urbana;Estadual;NULL;33,5;35,5;4,5;Nível 4;3;0;0;0;0;0;0;0;0;0;71,5;19;9,5;0;6,1;3;45,5;21,2;24,2;16;Feminino;55mais;G;B;C;I;B;G;A;A;G;B;A;B;D;F;C;B;D;B;C;D;B;D;D;A;D;D;A;D;D;D;D;B;B;B;A;A;A;B;Sim;Não;Não;D;A;D;A;A;A;B;A;A;A;B;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21283;35021283;BENEDITO DUTRA TEIXEIRA PROFESSOR;CHARQUEADA;-22,51527;-47,77463;NULL;3,37;2,6;NULL;NULL;NULL;NULL;253,3;254,4;283,4;286,4;Urbana;Estadual;NULL;21,8;31,7;4,55;Nível 4;2,7;0;0;0;0;0;0;0;0;0;68,7;31,3;0;0;0;9;45,5;45,5;0;16;Masculino;De40a49;D;B;C;I;G;F;D;C;G;A;B;D;E;F;C;A;D;B;C;C;B;C;C;B;C;C;B;B;A;C;B;B;B;B;A;A;A;B;Sim;Não;Não;A;B;B;A;A;A;B;A;A;A;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;B;B;A
21313;35021313;PEDRINA PIRES ZADRA PROFESSORA;PORTO FERREIRA;-21,85143;-47,46564;NULL;3,47;2,56;NULL;NULL;NULL;NULL;258,9;268,3;292,4;288,1;Urbana;Estadual;NULL;30,9;31,4;5,33;Nível 5;2,6;0;0;0;0;0;0;0;0;0;50;36,4;13,6;4,5;0;9,1;50;18,2;18,2;12;Feminino;De30a29;H;B;C;B;C;F;A;A;E;B;A;A;C;F;C;A;A;B;C;C;B;D;C;C;C;C;A;C;C;C;C;A;C;B;A;A;B;B;Sim;Não;Não;D;D;D;A;D;A;D;C;B;C;A;A;B;A;A;A;A;B;A;A;B;A;A;B;B;A;A;A;A;A;A;A;A;A
21325;35021325;WASHINGTON LUIZ;PORTO FERREIRA;-21,85693;-47,4823;NULL;3,2;1,98;NULL;NULL;NULL;NULL;257,3;260,1;274,3;278,7;Urbana;Estadual;NULL;31,8;33,1;4,31;Nível 6;3,3;0;0;0;0;0;0;0;0;22,9;33,3;27,1;16,7;0;0;2,8;48,6;28,6;20;8;Feminino;De40a49;D;B;C;I;A;E;E;D;G;B;B;C;D;F;C;B;E;H;C;C;B;C;C;C;C;C;B;C;B;B;B;B;A;B;A;B;B;B;Sim;Não;Não;B;D;C;B;B;A;D;D;B;B;A;A;B;B;A;A;B;B;A;B;B;A;A;A;B;A;A;B;A;A;A;A;B;A
21337;35021337;QUEIROZ FILHO PROFESSOR;LEME;-22,1775;-47,38552;NULL;4,96;NULL;NULL;NULL;NULL;NULL;290,4;272;NULL;NULL;Urbana;Estadual;NULL;34;NULL;3,76;Nível 3;2,7;0;0;0;0;0;0;0;3,5;41,4;41,4;10,3;3,4;0;0;0;0;0;0;8;Feminino;De50a54;D;B;C;J;A;G;D;B;G;B;B;E;E;F;C;B;D;B;D;D;B;D;C;D;D;D;B;D;D;C;C;A;C;B;A;A;A;B;Sim;Não;Não;A;C;C;A;A;A;A;B;A;B;A;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
21350;35021350;LUIZ NARCISO GOMES DOUTOR;SANTA CRUZ DA CONCEICAO;-22,13901;-47,45196;NULL;4,14;2,26;NULL;NULL;NULL;NULL;274;257,9;273,5;275,7;Urbana;Estadual;NULL;27,1;16;3,74;Nível 4;2,4;0;0;0;0;0;0;0;5,5;5,6;61,1;27,8;0;0;0;5,3;47,4;36,8;10,5;20;Feminino;De40a49;D;B;C;I;C;G;D;B;G;B;B;E;C;H;E;A;A;B;D;D;B;D;D;D;D;D;B;C;C;C;C;B;C;B;A;A;A;B;Sim;Não;Não;A;C;A;A;A;A;C;B;B;D;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21428;35021428;WALDEMAR FERREIRA PROFESSOR;LEME;-22,179;-47,3948;NULL;3,77;2,25;NULL;NULL;NULL;NULL;265,5;250,1;275,6;265,2;Urbana;Estadual;NULL;33,1;34,2;3,13;Nível 6;3,1;0;0;0;0;0;0;0;0;10,7;75;3,6;10,7;0;0;9,5;71,4;4,8;14,3;12;Feminino;De50a54;D;B;C;I;C;F;E;E;G;B;A;E;D;H;C;B;A;B;D;D;B;D;D;D;D;C;B;B;B;C;B;B;B;A;A;A;A;B;Sim;Não;Não;B;B;A;A;B;A;D;B;B;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21436;35021436;NOSSA SENHORA DE LORETO;PIRASSUNUNGA;-21,99405;-47,36451;NULL;3,39;3,6;NULL;NULL;NULL;NULL;263,9;239,1;301;289,8;Rural;Estadual;NULL;29,8;25,5;2,56;Nível 4;2,7;0;0;0;0;0;0;0;0;14,4;57,1;19;9,5;0;0;6,1;56,3;18,8;18,8;20;Feminino;De40a49;D;B;B;F;C;H;A;A;G;B;B;E;D;F;E;C;E;B;D;D;B;D;C;D;D;D;A;C;C;C;B;A;B;A;A;A;A;B;Sim;Não;Não;B;A;A;A;A;A;A;A;A;A;A;A;B;A;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;A
21465;35021465;FRANCO CORONEL;PIRASSUNUNGA;-21,9958;-47,4302;NULL;4,19;NULL;NULL;NULL;NULL;NULL;280,9;254,9;NULL;NULL;Urbana;Estadual;NULL;28,1;NULL;3,44;Nível 2;2,4;0;0;0;0;0;0;0;4,8;33,3;28,6;14,3;19;0;0;0;0;0;0;10;Feminino;De40a49;G;B;B;H;C;G;A;A;G;B;B;E;C;F;E;D;D;D;D;D;B;C;C;C;C;C;B;C;B;C;B;A;B;B;A;A;A;B;Sim;Não;Sim;D;A;B;B;B;A;B;B;B;B;A;A;B;A;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21477;35021477;MANOEL JACINTHO VIEIRA DE MORAES DOUTOR;PIRASSUNUNGA;-22,00445;-47,42285;NULL;5,04;NULL;NULL;NULL;NULL;NULL;286,7;275,9;NULL;NULL;Urbana;Estadual;NULL;28,2;NULL;3,03;Nível 5;2,1;0;0;0;0;0;0;0;0;22,7;45,5;18,2;13,6;0;0;0;0;0;0;16;Feminino;De30a29;I;B;C;H;A;E;C;B;D;B;B;E;D;F;C;C;A;H;D;D;A;C;C;C;C;C;B;B;B;B;B;B;B;A;A;A;A;B;Sim;Não;Não;C;D;C;B;C;A;C;A;B;B;A;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;B;B;A;A;A;B;A
21489;35021489;ELOI CHAVES;PIRASSUNUNGA;-21,9273;-47,3678;NULL;4,42;NULL;NULL;NULL;NULL;NULL;274,9;273,4;NULL;NULL;Urbana;Estadual;NULL;26,3;NULL;5,07;Nível 1;2,2;0;0;0;0;0;0;0;20;0;30;20;30;0;0;0;0;0;0;0;Feminino;55mais;G;B;C;F;C;H;A;A;G;B;A;B;C;F;C;D;F;I;D;D;B;C;C;C;C;C;A;B;B;C;B;A;A;B;A;A;A;B;Sim;Não;Não;A;A;A;A;C;C;A;A;A;B;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21490;35021490;MARIA JOAQUINA DE ARRUDA PROFESSORA;LEME;-22,1866;-47,3905;NULL;NULL;2,49;NULL;NULL;NULL;NULL;NULL;NULL;280,8;257,9;Urbana;Estadual;NULL;NULL;25,7;2,95;Nível 2;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;40;60;0;0;0;6;Feminino;De40a49;D;B;C;J;A;F;E;E;G;B;B;E;C;H;C;B;A;B;D;D;B;C;C;C;C;C;B;C;C;C;C;C;C;A;A;A;A;B;Sim;Sim;Não;D;B;C;C;D;A;C;C;C;C;A;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
21519;35021519;LAURO BARREIRA;SANTA CRUZ DAS PALMEIRAS;-21,82594;-47,25079;NULL;3,71;2,46;NULL;NULL;NULL;NULL;256,1;256,4;288;285,5;Urbana;Estadual;NULL;33,8;28,7;4,41;Nível 5;3;0;0;0;0;0;0;0;0;6,7;40;20;33,3;0;0;3,5;44,8;31;20,7;20;Masculino;De40a49;H;B;A;H;G;G;A;A;F;A;A;A;D;H;C;A;A;B;D;D;B;D;D;D;D;D;C;B;B;C;A;A;A;B;A;A;A;B;Sim;Não;Não;B;A;A;A;B;A;A;A;A;A;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;B;A;A;A;A;A
21520;35021520;NEWTON PRADO;LEME;-22,18791;-47,38023;NULL;3,49;2;NULL;NULL;NULL;NULL;253,6;246,7;263,4;258,3;Urbana;Estadual;NULL;32,6;29,6;4,45;Nível 4;3,2;0;0;0;0;0;0;0;8,8;8,8;47,1;23,5;11,8;0;1,8;9,3;53,7;24,1;11,1;12;Feminino;De50a54;D;C;C;I;A;F;E;E;G;B;B;E;C;F;C;A;A;H;C;C;B;D;C;C;D;D;B;C;C;C;C;C;B;A;A;A;A;B;Sim;Não;Não;B;D;C;A;A;A;D;C;C;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21556;35021556;CAROLINA AUGUSTA SERAPHIM PROFESSORA;RIO CLARO;-22,40017;-47,55505;NULL;5,76;NULL;NULL;NULL;NULL;NULL;302,9;286,8;NULL;NULL;Urbana;Estadual;NULL;35;NULL;2,83;Nível 2;4,1;0;0;0;0;0;0;0;30,8;61,5;0;7,7;0;0;0;0;0;0;0;6;Feminino;De50a54;D;B;C;K;A;F;F;E;G;B;B;E;E;H;E;D;F;H;C;D;B;D;D;D;D;D;B;D;C;C;C;D;D;B;A;A;A;B;Sim;Sim;Não;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;B;A;B;B;B;B;B;A;B;B;A;A;A;B;A;A;B;B;A
21573;35021573;JOAQUIM SALLES CORONEL;RIO CLARO;-22,41335;-47,56289;NULL;4,47;NULL;NULL;NULL;NULL;NULL;274,4;273,9;NULL;NULL;Urbana;Estadual;NULL;32,4;NULL;3,14;Nível 3;2,7;0;0;0;0;0;0;0;14,3;40;25,7;5,7;14,3;0;0;0;0;0;0;16;Feminino;De30a29;D;B;C;G;C;F;A;A;F;B;B;E;C;H;C;C;D;;D;D;B;D;D;D;D;D;A;A;B;D;B;B;B;B;A;A;A;B;Sim;Não;Não;B;C;C;A;B;A;B;B;B;B;A;A;B;B;A;A;A;B;A;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21623;35021623;JOSE FERNANDES PROFESSOR;RIO CLARO;-22,2792;-47,54641;4,99;NULL;3,14;231,7;197,1;218,2;207,7;NULL;NULL;289;286,8;Urbana;Estadual;24;28,8;26,6;4,23;Nível 4;3,3;33,3;25;16,7;16,7;0;8,3;0;14,4;0;57,1;21,4;7,1;0;0;0;53,8;38,5;7,7;18;Feminino;De40a49;D;D;C;J;A;E;F;F;G;B;B;E;D;D;C;A;A;B;D;D;B;C;D;D;D;D;B;B;B;B;B;B;B;B;A;A;A;B;Sim;Não;Não;C;C;C;A;B;A;C;A;B;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21635;35021635;PEDRO RAPHAEL DA ROCHA;SANTA GERTRUDES;-22,45794;-47,53141;NULL;NULL;3,44;NULL;NULL;NULL;NULL;NULL;NULL;310,2;296,5;Urbana;Estadual;NULL;NULL;31,3;3,76;Nível 5;2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;4,2;8,3;37,5;16,7;33,3;10;Feminino;55mais;H;B;C;I;G;G;A;A;G;B;B;C;A;H;C;B;F;B;C;C;B;C;C;C;D;D;B;B;B;C;B;D;B;B;A;A;A;B;Sim;Não;Não;B;D;D;B;C;A;D;C;B;A;A;A;B;B;A;B;A;B;B;A;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21647;35021647;ANTONIO LUCIANO DA FONSECA CORONEL;TORRINHA;-22,43099;-48,17325;5,05;NULL;NULL;238,4;189,6;221,2;209,8;NULL;NULL;NULL;NULL;Urbana;Estadual;26,4;NULL;NULL;4,86;Nível 2;3;5,2;31,6;15,8;47,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;Feminino;55mais;I;B;C;I;G;F;E;E;G;B;B;D;A;F;E;A;A;B;D;D;B;C;C;C;C;C;;A;B;B;B;A;C;B;A;A;A;B;Sim;Não;Não;A;A;A;A;A;A;A;A;A;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;A;B;A;B;A;A;A
21659;35021659;JANIO QUADROS GOVERNADOR;CORUMBATAI;-22,22332;-47,6227;NULL;NULL;3,15;NULL;NULL;NULL;NULL;NULL;NULL;290,5;283,6;Urbana;Estadual;NULL;NULL;25,8;3,61;Nível 3;2,5;0;0;0;0;0;0;0;0;0;0;0;0;9;9,1;27,3;9,1;45,5;0;0;Feminino;55mais;H;D;C;I;C;F;F;E;G;B;B;E;E;H;C;A;A;B;D;D;A;D;D;D;D;C;B;B;B;B;B;A;B;B;A;A;A;B;Sim;Não;Não;B;C;B;B;A;A;C;B;B;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;A
21672;35021672;MARCELO DE MESQUITA PROFESSOR;IPEUNA;-22,43503;-47,71846;NULL;3,38;2,52;NULL;NULL;NULL;NULL;247,3;245,5;280,3;272,2;Urbana;Estadual;NULL;32,8;30,4;4,49;Nível 4;2,8;0;0;0;0;0;0;0;0;11,1;22,2;55,6;11,1;0;18,2;4,5;18,2;50;9,1;20;Feminino;De50a54;G;B;C;H;B;F;C;C;G;B;B;E;C;F;C;C;E;H;D;D;B;C;B;C;C;C;B;B;B;C;B;B;A;B;A;A;A;B;Sim;Não;Não;C;C;C;A;A;A;D;C;C;C;A;A;A;B;A;B;A;B;B;B;B;B;B;B;B;A;A;A;B;A;A;A;B;A
21684;35021684;JOAQUIM DE TOLEDO CAMARGO PROFESSOR;ITIRAPINA;-22,2475;-47,8171;NULL;3,49;2,46;NULL;NULL;NULL;NULL;259,3;249,3;264;278,1;Urbana;Estadual;NULL;30;26,4;3,26;Nível 5;2,4;0;0;0;0;0;0;0;3,7;14,8;59,3;18,5;3,7;0;0;12,9;58,1;25,8;3,2;24;Feminino;55mais;H;D;A;J;A;E;G;G;G;B;A;A;C;F;C;A;D;E;E;C;B;C;C;C;C;C;B;B;B;B;B;A;B;B;A;A;A;B;Sim;Não;Não;C;C;B;A;C;A;C;B;C;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;B;A;A;B;A;A;B;B;A
21696;35021696;MARCIANO DE TOLEDO PIZA PROFESSOR;RIO CLARO;-22,4115;-47,5543;NULL;NULL;3,74;NULL;NULL;NULL;NULL;NULL;NULL;313,9;287,6;Urbana;Estadual;NULL;NULL;37,9;2,46;Nível 2;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;23,5;64,7;11,8;0;0;8;Feminino;De50a54;D;D;C;I;A;E;G;A;G;B;B;E;E;H;E;C;F;H;D;D;B;D;D;D;D;D;B;D;D;D;D;D;D;B;A;A;A;B;Sim;Sim;Não;D;A;B;A;D;A;A;B;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21702;35021702;JOAO BATISTA LEME PROFESSOR;RIO CLARO;-22,39321;-47,55943;NULL;4,03;2,1;NULL;NULL;NULL;NULL;263,9;262,5;271,5;267,6;Urbana;Estadual;NULL;31,1;36,5;2,58;Nível 4;3;0;0;0;0;0;0;0;3,3;13,3;56,7;10;16,7;0;0;16,7;58,3;12,5;12,5;12;Feminino;55mais;F;B;C;J;A;F;G;E;G;A;A;A;D;H;E;A;A;H;C;C;A;C;C;C;C;C;A;C;B;C;B;B;B;B;A;A;A;B;Sim;Não;Não;B;D;D;A;A;A;D;C;B;B;A;A;B;B;A;A;A;B;B;B;B;A;A;B;B;A;A;A;A;A;A;B;B;A
21714;35021714;LAZARO FRANCO DE MORAES;TORRINHA;-22,433;-48,1715;NULL;3,25;2,63;NULL;NULL;NULL;NULL;253,8;246,5;288,3;281,5;Urbana;Estadual;NULL;25,3;28,1;4,06;Nível 5;3,5;0;0;0;0;0;0;0;0;3,9;65,4;19,2;11,5;0;4,2;8,3;54,2;20,8;12,5;16;Feminino;De40a49;G;B;C;J;G;E;E;D;G;A;B;E;D;H;C;A;D;B;D;D;B;D;D;D;D;D;B;C;C;D;B;B;B;A;A;A;A;B;Sim;Não;Não;C;B;A;A;B;A;B;B;A;A;A;A;B;B;A;A;A;B;B;B;B;A;B;B;B;A;A;A;A;A;A;A;A;A
21726;35021726;MICHEL ANTONIO ALEM PROFESSOR;RIO CLARO;-22,4193;-47,57167;NULL;3,77;2,53;NULL;NULL;NULL;NULL;267,4;253,4;271,2;267,1;Urbana;Estadual;NULL;33,8;36,3;3,53;Nível 4;2,6;0;0;0;0;0;0;0;5,2;7,9;60,5;13,2;13,2;0;0;8,5;48,6;28,6;14,3;24;Feminino;De50a54;D;D;D;I;A;F;F;E;G;B;A;A;C;F;C;D;D;H;D;D;B;D;D;D;D;D;B;D;D;D;D;D;D;B;B;A;A;B;Sim;Não;Não;D;D;D;D;D;A;A;A;D;B;A;B;B;B;A;A;A;B;B;B;B;A;A;A;B;A;A;A;A;A;A;A;A;A
21738;35021738;ODILON CORREA PROFESSOR;RIO CLARO;-22,40803;-47,57405;NULL;3,29;2,32;NULL;NULL;NULL;NULL;249,3;248,9;270,3;266,9;Urbana;Estadual;NULL;31,1;35,9;5,49;Nível 4;2,9;0;0;0;0;0;0;0;6,4;22,6;51,6;12,9;6,5;0;0;14,3;60,7;21,4;3,6;32;Feminino;De30a29;H;B;A;F;G;F;A;A;E;B;B;E;D;F;C;A;D;H;D;D;B;D;D;D;D;D;D;C;D;D;D;A;D;A;A;A;A;B;Sim;Não;Não;D;C;D;A;A;A;B;C;A;C;A;A;A;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21748;35021748;RAUL FERNANDES CHANCELER;RIO CLARO;-22,39482;-47,56483;NULL;NULL;4,01;NULL;NULL;NULL;NULL;NULL;NULL;308,6;293,1;Urbana;Estadual;NULL;NULL;37,7;3,72;Nível 2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;66,7;22,2;5,6;0;6;Masculino;De40a49;H;D;D;J;G;G;D;D;G;B;A;E;E;H;E;A;F;A;D;D;B;D;D;D;D;D;A;C;C;D;C;B;A;A;A;A;B;B;Sim;Sim;Não;B;A;A;A;A;A;A;A;A;A;A;A;B;A;A;B;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B
21763;35021763;JOSE LEVY CORONEL;CORDEIROPOLIS;-22,48159;-47,45817;NULL;NULL;4,87;NULL;NULL;NULL;NULL;NULL;NULL;317,5;321,9;Urbana;Estadual;NULL;NULL;38,3;3,8;Nível 2;3,4;0;0;0;0;0;0;0;0;0;0;0;0;0;30,8;61,5;0;0;7,7;4;Feminino;De40a49;F;D;C;J;F;G;D;A;G;B;B;E;E;H;E;B;D;H;D;D;B;C;D;D;D;D;B;C;C;C;B;B;C;B;A;A;A;B;Sim;Sim;Não;B;A;B;A;A;A;A;A;A;B;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21775;35021775;JAMIL ABRAHAO SAAD;CORDEIROPOLIS;-22,47857;-47,46898;NULL;3,36;1,75;NULL;NULL;NULL;NULL;262,7;250,9;269,2;262,3;Urbana;Estadual;NULL;31;35,2;3,69;Nível 5;3,1;0;0;0;0;0;0;0;3,1;17,6;44,1;17,6;17,6;0;4,4;8,7;56,5;17,4;13;28;Feminino;De40a49;D;B;C;I;D;F;D;B;G;B;A;B;D;H;C;A;A;H;C;D;A;C;D;D;D;D;B;C;B;D;D;D;B;B;A;A;A;B;Sim;Não;Não;A;C;C;A;B;A;C;A;A;B;A;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;B;A;A;B;B;A
21805;35021805;DINAH LUCIA BALESTRERO PROFESSORA;BROTAS;-22,28245;-48,12548;NULL;2,37;2,79;NULL;NULL;NULL;NULL;238,7;224;291,6;279,2;Urbana;Estadual;NULL;27,6;34,5;3,86;Nível 4;3,3;0;0;0;0;0;0;0;0;6,9;51,7;27,6;13,8;0;0;6,4;45,2;41,9;6,5;8;Masculino;De50a54;I;B;C;;C;H;D;C;G;B;B;E;D;F;C;C;A;B;D;C;B;D;D;D;D;D;A;D;C;D;C;C;A;A;A;A;A;B;Sim;Não;Não;A;A;A;C;B;A;A;A;B;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21829;35021829;MARCELINO BRAGA CEL;BOA ESPERANCA DO SUL;-21,9967;-48,3856;NULL;NULL;1,81;NULL;NULL;NULL;NULL;NULL;NULL;271,3;273,8;Urbana;Estadual;NULL;NULL;29,5;5,08;Nível 5;3,2;0;0;0;0;0;0;0;0;0;0;0;0;0;4,1;16,7;41,7;25;12,5;10;Feminino;55mais;D;B;C;J;A;F;G;G;G;B;B;E;D;F;E;B;E;B;C;C;B;D;B;D;D;D;B;B;B;D;B;B;A;B;A;A;A;B;Sim;Não;Não;A;B;C;A;A;A;B;C;A;A;A;A;A;A;A;A;A;B;B;B;B;A;A;A;B;B;A;A;B;B;A;A;B;A
21866;35021866;BENTO DE ABREU;SANTA LUCIA;-21,68939;-48,08458;NULL;2,29;1,37;NULL;NULL;NULL;NULL;234,9;227,1;257;253,7;Urbana;Estadual;NULL;23,8;22;5,45;Nível 5;3;0;0;0;0;0;0;0;7,8;0;53,8;34,6;3,8;0;0;0;58,3;29,2;12,5;24;Masculino;De30a29;D;B;A;G;C;E;B;B;E;B;B;E;C;F;E;A;D;B;D;D;B;C;C;C;C;C;B;B;C;C;B;A;B;B;A;A;A;B;Sim;Não;Não;B;D;A;A;B;A;C;B;B;B;B;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
21878;35021878;PEDRO MORGANTI COMENDADOR;RINCAO;-21,58663;-48,07899;NULL;1,8;2,3;NULL;NULL;NULL;NULL;230,4;217,5;291,4;275,6;Urbana;Estadual;NULL;28,8;26,9;5,51;Nível 4;3;0;0;0;0;0;0;0;3,1;12,5;81,3;0;3,1;3,4;0;13,3;76,7;3,3;3,3;12;Feminino;De40a49;H;B;C;H;A;F;C;C;F;B;B;E;D;H;E;A;A;B;D;D;B;D;D;C;C;C;B;B;B;C;C;B;C;B;A;A;A;B;Sim;Não;Não;C;C;A;A;A;A;B;B;A;B;A;A;B;B;A;A;A;A;A;B;B;B;B;A;B;A;A;A;A;A;A;A;A;A
